dc:title,prism:publicationName,prism:coverDate
Cultural localisation as a strategy to preserve the persuasive function in the translation of tourism websites from French into English,Journal of Internationalization and Localization,2019-12-31
The power of critical thinking in learning and teaching. An interview with Professor Stephen D. Brookfield.,Journal of Applied Learning and Teaching,2019-12-31
Detection and Tracking of Small Infrared Targets Adaptively in Complex Background,Aero Weaponry,2019-12-31
Mastering the 12-Lead EKG Second Edition,"Mastering the 12-Lead EKG, Second Edition",2019-12-31
Development of L2 Spanish VOT before and after a brief pronunciation training session,Journal of Second Language Pronunciation,2019-12-31
SANCTION MECHANISM OF THE REGISTER OF PUBLIC SECTOR PARTNERS IN CONTEXT OF PUBLIC PROCUREMENT,Bratislava Law Review,2019-12-31
"Comparison of clinical outcomes of deceased donor kidney transplantations, with a focus on three induction therapies",Korean Journal of Transplantation,2019-12-31
Early reoperation after adult living-donor liver transplantation is associated with poor survival,Korean Journal of Transplantation,2019-12-31
Long-term results of conjoined unification venoplasty for multiple portal vein branches of the right liver graft in living donor liver transplantations,Korean Journal of Transplantation,2019-12-31
Macrophages in xenotransplantation,Korean Journal of Transplantation,2019-12-31
"Development and validation of the Kidney Transplantation and Quality of Life, a Korean questionnaire to assess the general quality of life and other health issues associated with medication change in kidney transplant recipients",Korean Journal of Transplantation,2019-12-31
The reception of the novels The Adventures of Tom Sawyer and Adventures of Huckleberry Finn in Slovenia,Journal for Foreign Languages,2019-12-31
Security Certificate Management System for V2V Communication in China,SAE International Journal of Transportation Cybersecurity and Privacy,2019-12-31
Progression of diabetic nephropathy after successful pancreas transplantation alone: A case report,Korean Journal of Transplantation,2019-12-31
The Impact of Hospital Accreditation on Nurses' Perceptions of Quality of Care?,Jurnal Ners,2019-12-31
Vegetation change and its response to drought in Inner Mongolia of northern China from 1998 to 2013,Sciences in Cold and Arid Regions,2019-12-31
The elusive case of Lingua Franca: Fact and fiction,The Elusive Case of Lingua Franca: Fact and Fiction,2019-12-31
An aspect of local lamp production in the western Pontic region: the case of lamps of types Hayes/ Saraçhane 9 and 10,Polish Archaeology in the Mediterranean,2019-12-31
A Multifaceted Fukushima—Trauma and Memory in Ōnobu Pelican’s Kiruannya and U-ko,Asia-Pacific Journal: Japan Focus,2019-12-31
INDEPENDENCE OF BIDS IN PUBLIC PROCUREMENT,Bratislava Law Review,2019-12-31
Introducing NousSommes,NousSommes: Collectivity and the Digital in French Thought and Culture,2019-12-31
La communauté comme passage: L'éthique du poème d'Henri Meschonnic,NousSommes: Collectivity and the Digital in French Thought and Culture,2019-12-31
NousSommes and automatic politics: An interview with Martin Crowley,NousSommes: Collectivity and the Digital in French Thought and Culture,2019-12-31
"Un nous contemporain: Réseaux sociaux, discours nouveau et addiction",NousSommes: Collectivity and the Digital in French Thought and Culture,2019-12-31
Je suis Charlie: Entre émotion et identité sociopolitique,NousSommes: Collectivity and the Digital in French Thought and Culture,2019-12-31
WeAreTheEarth: Rethinking ecology and community: The case of humanist anarchism,NousSommes: Collectivity and the Digital in French Thought and Culture,2019-12-31
Walter Benjamin's arcades project as the NousSommes of social media,NousSommes: Collectivity and the Digital in French Thought and Culture,2019-12-31
'The metamorphosis of the world into man': The anthropocene and the historical administration of human identity,NousSommes: Collectivity and the Digital in French Thought and Culture,2019-12-31
NousSommes: Refondation onto-axiologique de la confiance,NousSommes: Collectivity and the Digital in French Thought and Culture,2019-12-31
NousSommes: Collectivity and the digital in French thought and culture,NousSommes: Collectivity and the Digital in French Thought and Culture,2019-12-31
'Who is this we that is not me?': Ecosophical ethics,NousSommes: Collectivity and the Digital in French Thought and Culture,2019-12-31
"Liberté, égalité ... Totalité? Décrypter les dangers de JeSuis avec Jean-Luc Nancy",NousSommes: Collectivity and the Digital in French Thought and Culture,2019-12-31
"THE HEAVENS AND THE LAWS ASTRONOMY, ASTROLOGY AND POSITIVISM IN THE LATE 19TH - EARLY 20TH CENTURIES",Filosofiya. Zhurnal Vysshey Shkoly Ekonomiki,2019-12-31
Proper understanding of man as a basis for sustainable development: The anthropology of the Laudato si’ encyclical,Studia Ecologiae et Bioethicae,2019-12-31
Heavy Metal Tolerance of Klebsiella pneumoniae Kpn555 Isolated from Coffee Pulp Waste,Borneo Journal of Resource Science and Technology,2019-12-31
A review of Nearpod – an interactive tool for student engagement,Journal of Applied Learning and Teaching,2019-12-31
Innovation in family firms: Bridging the theory-practice gap,European Journal of Family Business,2019-12-31
An analysis of open innovation determinants: The case study of singapore based family owned enterprises,European Journal of Family Business,2019-12-31
Modelling Sentiment Analysis scores and acoustic features of emotional speech with neural networks: A pilot study,Studi AISV,2019-12-31
Detecting language change: Māori loanwords in a diachronic topic-constrained corpus of New Zealand English newspapers,Asia-Pacific Language Variation,2019-12-31
Radar Weak Target Detection Based on RFT and AMF Fusion Focus,Aero Weaponry,2019-12-31
Jazz Improvisation and Somatic Experience,Journal of Somaesthetics,2019-12-31
"Work Environment, Spiritual, and Motivational Factors Affecting Job Satisfaction among Hospital Nurses: A Systematic Review",Jurnal Ners,2019-12-31
The stickiness phenomena of nonlocal minimal surfaces: New results and a comparison with the classical case,Bruno Pini Mathematical Analysis Seminar,2019-12-31
The nodal set of solutions to anomalous equations,Bruno Pini Mathematical Analysis Seminar,2019-12-31
Radial solutions of Lane-Emden-Fowler equations with Pucci's extremal operators,Bruno Pini Mathematical Analysis Seminar,2019-12-31
Sobolev-Poincaré inequalities for differential forms and currents,Bruno Pini Mathematical Analysis Seminar,2019-12-31
The Influence of Diabetic Foot Exercise in Sensory Peripheral Neuropathy with Monofilament Test on Diabetes Mellitus Clients,Jurnal Ners,2019-12-31
Efficacy of Topical Applications on Reducing Uremic Pruritus: A Systematic Review,Jurnal Ners,2019-12-31
Do Human Rights Belong Exclusively to Humans? The Concept of the Organisation from a Human Rights Perspective,ELTE Law Journal,2019-12-31
The Impact of Perceived Organizational Support (POS) for Increasing the Intention to Stay: A Systematic Review,Jurnal Ners,2019-12-31
Rethinking Community through Transdisciplinary Research,Rethinking Community through Transdisciplinary Research,2019-12-31
Rethinking community in migration studies: Lessons from transnational families for rethinking the relationship of 'community' and 'society',Rethinking Community through Transdisciplinary Research,2019-12-31
'A new we': Post-individualistic community-based initiatives as social innovations? Empirical observations in intentional communities,Rethinking Community through Transdisciplinary Research,2019-12-31
Second language speakers’ awareness of their own comprehensibility: Examining task repetition and self-assessment,Journal of Second Language Pronunciation,2019-12-31
Rethinking philosophical perspectives on community: Prepositional community,Rethinking Community through Transdisciplinary Research,2019-12-31
Rethinking community in disability studies: Chosen and ascribed communities or intersecting communities and communities in conflict,Rethinking Community through Transdisciplinary Research,2019-12-31
Rethinking community in literature and literary studies: The secret communal life of Toni Morrison's Paradise,Rethinking Community through Transdisciplinary Research,2019-12-31
Rethinking sociological perspectives on community and commonality: Contours of micro-sociological community research,Rethinking Community through Transdisciplinary Research,2019-12-31
Preface,Rethinking Community through Transdisciplinary Research,2019-12-31
Rethinking community in communication and information studies: Digital community and community 'to go',Rethinking Community through Transdisciplinary Research,2019-12-31
"Promoting the ""Peaceable garden culture of religion"": The challenges of growing inclusive and just community from the perspective of theology and religious studies",Rethinking Community through Transdisciplinary Research,2019-12-31
Learning in Information-Rich Environments: I-LEARN and the Construction of Knowledge from Information,Learning in Information-Rich Environments: I-LEARN and the Construction of Knowledge from Information,2019-12-31
Rethinking community in ageing studies: The rise of community capitalism in times of demographic change,Rethinking Community through Transdisciplinary Research,2019-12-31
Image-space and space of experience: Rethinking community in the cinema,Rethinking Community through Transdisciplinary Research,2019-12-31
Information Technology-Based Interventions for Health Care Support in Patients with Chronic Kidney Disease: A Systematic Review,Jurnal Ners,2019-12-31
EFFECT OF FLUNIXIN MEGLUMINE ON CONCEPTION RATE FOLLOWING EMBRYO TRANSFER IN CROSSBRED CATTLE,Indian Journal of Animal Reproduction,2019-12-31
The rise of immersive learning,Journal of Applied Learning and Teaching,2019-12-31
Intern Teachers Using Currere: Discovering Education as a River,Intern Teachers Using Currere: Discovering Education as a River,2019-12-31
"Evidences of soil-forming processes and groundwater movement obscuring sedimentary structures: A trench profile in Yongjang-li, Gyeongju, South Korea",Economic and Environmental Geology,2019-12-31
"Characteristics of pockmark topography in Hupo Basin, East Sea",Economic and Environmental Geology,2019-12-31
"Law, Language, and Power—English and the Production of Ignorance in International Law",International Journal of Language and Law,2019-12-31
The Inclusion of Strategic Autonomy in the EU Law: Efficiency or Ambiguity?,ELTE Law Journal,2019-12-31
Framing Media Accessibility Quality,Journal of Audiovisual Translation,2019-12-31
The philosophy of sustainable development and the implementation of its postulates in social practice,Studia Ecologiae et Bioethicae,2019-12-31
Blind Motion Image Deblurring Using Two-Frame Generative Adversarial Network,Journal of Graphics,2019-12-31
Rethinking community in a sport for development and peace context,Rethinking Community through Transdisciplinary Research,2019-12-31
Preface,IOP Conference Series: Earth and Environmental Science,2019-12-31
Analysis and design of wind energy system based on nonlinear speed controller,Journal of Renewable Energies,2019-12-31
Resources capability of government co-operative supporting organizations for innovations dissemination to primary co-operative societies in Tanzania,Journal of Innovation Management,2019-12-31
The importance of taking a process perspective on the use and application of an innovation management self-assessment audit,Journal of Innovation Management,2019-12-31
Towards the science of managing for innovation: conclusion &amp; future research directions,Journal of Innovation Management,2019-12-31
Enabling the diffusion of sustainable product innovations in BIM library platforms,Journal of Innovation Management,2019-12-31
Success factors for data–driven service delivery networks,Journal of Innovation Management,2019-12-31
Many-body recombination in photoexcited insulating cuprates,Physical Review Research,2019-12-31
An algebraic perspective on abstract and concrete domains,Cognitive Linguistic Studies,2019-12-31
No-fault Law on Medical Accidents in Belgium: An Evaluation after Six Years,Journal of European Tort Law,2019-12-31
Improved Integrated Crop Management System of Mungbean (Vigna radiata Linn) Production in Central Luzon,Recoletos Multidisciplinary Research Journal,2019-12-31
Language in Supranational and National Law-Making—The Case of Directives and their Transposition into National Law,International Journal of Language and Law,2019-12-31
Animal-related concepts across languages and cultures from a cognitive linguistic perspective,Cognitive Linguistic Studies,2019-12-31
Variation in the reflexive in Australian Kriol,Asia-Pacific Language Variation,2019-12-31
THE INFLUENCE OF PRE-TASK PLANNING ON SPEED AND BREAKDOWN FLUENCY,Journal for Foreign Languages,2019-12-31
The Relationship Between Family Support and Quality of Life Improvement of Patients with Diabetes Mellitus in Semarang,Jurnal Ners,2019-12-31
"An evaluation of soil moisture from AMSR-E over source area of the Yellow River, China",Sciences in Cold and Arid Regions,2019-12-31
Between phonology and typology. Consonant duration in two Gallo-Italian dialects,Studi AISV,2019-12-31
"Sytnhesis of organoboron amide-ester branched derivatives of poly(itaconic anhydride-alt-2-vinyl-1,3-dioxolane) and cancer cells interaction studies",Journal of Boron,2019-12-31
"From a perceptual point of view, is there prosodic continuity between languages in contact?",Spanish in Context,2019-12-31
Translating ancient Chinese legal works: A contextualized narrative approach,Babel,2019-12-31
Digital humanities for academic and curatorial practice,Studies in Digital Heritage,2019-12-31
Countering the “digital uncanny:” Post-processing for 3-D digital heritage,Studies in Digital Heritage,2019-12-31
Between light and shade – the present and future of the collection of old lithography of FBAUL,Studies in Digital Heritage,2019-12-31
The digital reconstruction of leonardo’s library: Revealing formal patterns in early modern thought,Studies in Digital Heritage,2019-12-31
